Segment,Source,Target,RAG adheres?,SPA obviously adheres?,SPA adheres?,Agreement?,RAG suggestion,SPA suggestion,Agreement on suggestion,RAG Terms,SPA Terms
1116,"His first thought was that Oz had by accident caught on fire and was burning up; but when he tried to go nearer, the heat was so intense that it singed his whiskers, and he crept back tremblingly to a spot nearer the door.","Sein erster Gedanke war, dass Oz aus Versehen Feuer gefangen hatte und verbrannte; aber als er versuchte, näher heranzugehen, war die Hitze so stark, dass sie seinen Bart versengte, und er kroch zitternd zurück an einen Ort, der näher an der Tür lag.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Great Oz → großen Oz | Oz → Oz | Wizard Oz → Zauberer Oz | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | land of Oz → Land Oz (note: German uses 'Land Oz' without 'of') | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name),
1117,"Then a low, quiet voice came from the Ball of Fire, and these were the words it spoke:","Dann ertönte eine leise Stimme aus der Feuerkugel, die folgende Worte sprach:",TRUE,TRUE,TRUE,TRUE,,,TRUE,ball of fire → Feuerkugel | Great Wizard → Großer Zauberer | voice → Stimme | Great Oz → großen Oz | Glinda → Glinda | howl → heulen (note: applies to wind sound) | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | Great and Terrible → Große und Schreckliche,
1118,"“I am Oz, the Great and Terrible.","""Ich bin Oz, der Große und Schreckliche.",FALSE,TRUE,TRUE,FALSE,"Ich bin Oz, der große und schreckliche.",,FALSE,Great Oz ⭢ großen Oz | Wizard Oz ⭢ Zauberer Oz | the Wonderful Wizard ⭢ Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | The Wonderful Wizard of Oz ⭢ Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | King of the Winged Monkeys ⭢ König der Geflügelten Affen (note: full title appears in German.) | Oz ⭢ Oz | Wicked Witch of the West ⭢ Böse Hexe des Westens | land of Oz ⭢ Land Oz (note: German uses 'Land Oz' without 'of'),
1119,"Who are you, and why do you seek me?”","Wer bist du, und warum suchst du mich?""",TRUE,TRUE,TRUE,TRUE,,,TRUE,Great Wizard → Großer Zauberer | Great Oz → großen Oz | Mr. Joker → Mr. Joker | Wicked Witch of the West → Böse Hexe des Westens | Witch of the West → West-Hexe (note: German hyphenates 'West-Hexe' or 'böse West-Hexe') | Wizard Oz → Zauberer Oz | voice → Stimme | Witch of the East → Ost-Hexe,
1120,"And the Lion answered, “I am a Cowardly Lion, afraid of everything.","Und der Löwe antwortete: ""Ich bin ein feiger Löwe, der sich vor allem fürchtet.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | Lion → Löwe | king of beasts → König der Tiere | Scarecrow → Vogelscheuche | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | king of the forest → König des Waldes | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Great Oz → großen Oz,
1121,"I came to you to beg that you give me courage, so that in reality I may become the King of Beasts, as men call me.”","Ich bin zu dir gekommen, um dich zu bitten, dass du mir Mut machst, damit ich in Wirklichkeit der König der Tiere werde, wie die Menschen mich nennen.""",TRUE,TRUE,TRUE,TRUE,,,FALSE,king of beasts → König der Tiere | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | king of the forest → König des Waldes | Lion → Löwe | King of the Monkeys → König der Affen | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | wild beast → wildes Tier | courage → Mut,
1122,“Why should I give you courage?” demanded Oz.,"""Warum sollte ich dir Mut machen?"", fragte Oz.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Great Oz → großen Oz | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | Oz → Oz | courage → Mut | Wizard Oz → Zauberer Oz | land of Oz → Land Oz (note: German uses 'Land Oz' without 'of') | Glinda → Glinda | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text),
1123,"“Because of all Wizards you are the greatest, and alone have power to grant my request,” answered the Lion.","""Weil du von allen Zauberern der größte bist und als einziger die Macht hast, meine Bitte zu erfüllen"", antwortete der Löwe.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Great Wizard → Großer Zauberer | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Wizard Oz → Zauberer Oz | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | Great Oz → großen Oz | Glinda → Glinda | Good Witch of the North → Gute Hexe des Nordens,
1124,"The Ball of Fire burned fiercely for a time, and the voice said, “Bring me proof that the Wicked Witch is dead, and that moment I will give you courage.","Der Feuerball brannte eine Zeit lang heftig, und die Stimme sagte: ""Bringt mir den Beweis, dass die Böse Hexe tot ist, und in diesem Moment werde ich euch Mut geben.",FALSE,TRUE,TRUE,FALSE,"Die Feuerkugel brannte eine Zeit lang heftig, und die Stimme sagte: „Bringt mir den Beweis, dass die Böse Hexe des Westens tot ist, und in diesem Moment werde ich euch Mut geben.“","Die Feuerkugel brannte eine Zeit lang heftig, und die Stimme sagte: „Bringt mir den Beweis, dass die böse Hexe tot ist, und in diesem Moment werde ich euch Mut geben.“",FALSE,Wicked Witch of the West → Böse Hexe des Westens | ball of fire → Feuerkugel | Wicked Witch → Böse Hexe | Witch of the West → West-Hexe (note: German hyphenates 'West-Hexe' or 'böse West-Hexe') | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | mark of the Good Witch’s kiss → Zeichen des Kusses der Guten Hexe (note: protective mark on Dorothy's forehead) | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | Witch of the East → Ost-Hexe,"1. term: ""ball of fire"" → preferred: ""Feuerkugel"" (part of speech: noun)"
1125,"But as long as the Witch lives, you must remain a coward.”","Aber solange die Hexe lebt, musst du ein Feigling bleiben.""",FALSE,TRUE,TRUE,FALSE,"Aber solange die Hexe lebt, musst du feige bleiben.",,FALSE,Cowardly Lion ⭢ Feige Löwe (adjective) (note: title/capition uses adjective before noun) | Wicked Witch ⭢ Böse Hexe | Witch of the West ⭢ West-Hexe (note: German hyphenates 'West-Hexe' or 'böse West-Hexe') | Wicked Witch of the West ⭢ Böse Hexe des Westens | Witch of the East ⭢ Ost-Hexe | Witch of the South ⭢ Hexe des Südens | mark of the Good Witch’s kiss ⭢ Zeichen des Kusses der Guten Hexe (note: protective mark on Dorothy's forehead) | Witch of the North ⭢ Hexe des Nordens,
1126,"The Lion was angry at this speech, but could say nothing in reply, and while he stood silently gazing at the Ball of Fire it became so furiously hot that he turned tail and rushed from the room.","Der Löwe war wütend über diese Rede, konnte aber nichts erwidern, und während er schweigend auf den Feuerball starrte, wurde dieser so heiß, dass er sich umdrehte und aus dem Zimmer stürzte.",FALSE,TRUE,TRUE,FALSE,"Der Löwe war wütend über diese Rede, konnte aber nichts erwidern, und während er schweigend auf die Feuerkugel starrte, wurde diese so furios heiß, dass er den Schwanz einzog und aus dem Zimmer stürzte.","Der Löwe war wütend über diese Rede, konnte aber nichts erwidern, und während er schweigend auf die Feuerkugel starrte, wurde diese so heiß, dass er den Schwanz einzog und aus dem Zimmer stürmte.",FALSE,Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | Lion → Löwe | king of beasts → König der Tiere | ball of fire → Feuerkugel | roar → brüllen | king of the forest → König des Waldes | terrible Beast → schreckliches Biest | howl → heulen (note: applies to wind sound),"1. term: ""ball of fire"" → preferred: ""Feuerkugel"" (part of speech: noun)"
1127,"He was glad to find his friends waiting for him, and told them of his terrible interview with the Wizard.","Er war froh, dass seine Freunde auf ihn warteten, und erzählte ihnen von seinem schrecklichen Gespräch mit dem Zauberer.",TRUE,TRUE,TRUE,TRUE,,,TRUE,the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Wizard Oz → Zauberer Oz | Great Wizard → Großer Zauberer | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | land of the Winkies → Land der Winkies (note: see also Country of the West) | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | Great Oz → großen Oz | castle of Glinda → Glindas Schloß,
1128,“What shall we do now?” asked Dorothy sadly.,"""Was sollen wir jetzt tun?"", fragte Dorothy traurig.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Dorothy → Dorothy | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Glinda → Glinda | Good Witch of the North → Gute Hexe des Nordens | Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | Wizard Oz → Zauberer Oz | Aunt Em → Tante Em | road of yellow brick → Straße der gelben Ziegelsteine (note: Fictional path in the story; keep wording literal),
1129,"“There is only one thing we can do,” returned the Lion, “and that is to go to the land of the Winkies, seek out the Wicked Witch, and destroy her.”","""Es gibt nur eines, was wir tun können"", erwiderte der Löwe, ""und das ist, in das Land der Winkies zu gehen, die Böse Hexe zu suchen und sie zu vernichten.""",FALSE,TRUE,TRUE,FALSE,"„Es gibt nur eines, was wir tun können“, erwiderte der Löwe, „und das ist, ins Land der Winkies zu gehen, die Böse Hexe des Westens zu suchen und sie zu vernichten.“",,FALSE,land of the Winkies ⭢ Land der Winkies (note: see also Country of the West) | Wicked Witch of the West ⭢ Böse Hexe des Westens | Wizard Oz ⭢ Zauberer Oz | King of the Winged Monkeys ⭢ König der Geflügelten Affen (note: full title appears in German.) | Wicked Witch of the East ⭢ Böse Hexe des Ostens | Witch of the East ⭢ Ost-Hexe | Witch of the West ⭢ West-Hexe (note: German hyphenates 'West-Hexe' or 'böse West-Hexe') | Cowardly Lion ⭢ Feige Löwe (adjective) (note: title/capition uses adjective before noun),
1130,“But suppose we cannot?” said the girl.,"""Und wenn wir das nicht können?"", fragte das Mädchen.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Munchkin girl → Munchkinmädchen | little woman → kleine Frau | soldier girl → junge Soldatin | Dorothy → Dorothy | Glinda → Glinda | Aunt Em → Tante Em | Good Witch of the North → Gute Hexe des Nordens | green girl → grüne Mädchen (adjective) (note: German: 'das schöne grüne Mädchen' ('Mädchen' neuter); use 'grüne Mädchen' as in text),
1131,"“Then I shall never have courage,” declared the Lion.","""Dann werde ich niemals Mut haben"", erklärte der Löwe.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | Lion → Löwe | courage → Mut | king of beasts → König der Tiere | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | Great Oz → großen Oz | king of the forest → König des Waldes,
1132,"“And I shall never have brains,” added the Scarecrow.","""Und ich werde nie einen Verstand haben"", fügte die Vogelscheuche hinzu.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Scarecrow → Vogelscheuche | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | bran-new brains → nagelneuen Verstand (adjective) (note: wordplay in English rendered as adjective + noun in German) | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | Good Witch of the North → Gute Hexe des Nordens | Wicked Witch of the West → Böse Hexe des Westens | land of the Winkies → Land der Winkies (note: see also Country of the West),
1133,"“And I shall never have a heart,” spoke the Tin Woodman.","""Und ich werde nie ein Herz haben"", sprach der Blechmann.",FALSE,TRUE,TRUE,FALSE,"„Und ich werde nie ein Herz haben“, sprach der Blechholzfäller.","""Und ich werde nie ein Herz haben"", sprach der Blechholzfäller.",FALSE,Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | land of the Winkies → Land der Winkies (note: see also Country of the West) | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Scarecrow → Vogelscheuche | Wicked Witch of the West → Böse Hexe des Westens | Good Witch of the North → Gute Hexe des Nordens,"1. term: ""Tin Woodman"" → preferred: ""Blechholzfäller"" (part of speech: noun) (note: proper name/capitalization — appears as title and as character name)"
1134,"“And I shall never see Aunt Em and Uncle Henry,” said Dorothy, beginning to cry.","""Und ich werde Tante Em und Onkel Henry nie sehen"", sagte Dorothy und begann zu weinen.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Aunt Em → Tante Em | Dorothy → Dorothy | Uncle Henry → Onkel Henry | Good Witch of the North → Gute Hexe des Nordens | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Witch of the East → Ost-Hexe | Wicked Witch of the East → Böse Hexe des Ostens | Glinda → Glinda,
1135,“Be careful!” cried the green girl.,"""Sei vorsichtig!"", rief das grüne Mädchen.",TRUE,TRUE,TRUE,TRUE,,,FALSE,green girl → grüne Mädchen (adjective) (note: German: 'das schöne grüne Mädchen' ('Mädchen' neuter); use 'grüne Mädchen' as in text) | green clothes → grün gekleidet | green maiden → grünes Mädchen | green mat → grünen Matte | green spectacles → grünen Brillen | green silk → grüne Seide | green furniture → grüne Möbel | green cook → grünen Hahns (note: English 'cock' rendered as 'Hahn' in German),
1136,“The tears will fall on your green silk gown and spot it.”,"""Die Tränen werden auf dein grünes Seidenkleid fallen und es beflecken.""",TRUE,TRUE,TRUE,TRUE,,,FALSE,green silk → grüne Seide | mark of the Good Witch’s kiss → Zeichen des Kusses der Guten Hexe (note: protective mark on Dorothy's forehead) | silk → Seide | green clothes → grün gekleidet | green velvet → grünem Samt | throne of rubies → Thron aus Rubinen | green spectacles → grünen Brillen | green carpet → grünen Teppich,"1. term: ""green silk"" → preferred: ""grüne Seide"" (part of speech: noun)"
1137,"So Dorothy dried her eyes and said, “I suppose we must try it; but I am sure I do not want to kill anybody, even to see Aunt Em again.”","Dorothy trocknete sich die Augen und sagte: ""Wir müssen es wohl versuchen, aber ich will niemanden umbringen, auch nicht, um Tante Em wiederzusehen.""",TRUE,TRUE,TRUE,TRUE,,,TRUE,Dorothy → Dorothy | Aunt Em → Tante Em | Good Witch of the North → Gute Hexe des Nordens | Witch of the East → Ost-Hexe | Glinda → Glinda | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Wicked Witch of the West → Böse Hexe des Westens | Wicked Witch of the East → Böse Hexe des Ostens,
1138,"“I will go with you; but I’m too much of a coward to kill the Witch,” said the Lion.","""Ich werde mit dir gehen, aber ich bin zu feige, um die Hexe zu töten"", sagte der Löwe.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Good Witch of the North → Gute Hexe des Nordens | Lion → Löwe | land of the Winkies → Land der Winkies (note: see also Country of the West) | Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name),
1139,"“I will go too,” declared the Scarecrow; “but I shall not be of much help to you, I am such a fool.”","""Ich werde auch gehen"", erklärte die Vogelscheuche, ""aber ich werde euch keine große Hilfe sein, ich bin ein solcher Narr.""",TRUE,TRUE,TRUE,TRUE,,,TRUE,Scarecrow → Vogelscheuche | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Good Witch of the North → Gute Hexe des Nordens | King of the Winged Monkeys → König der Geflügelten Affen (note: full title appears in German.) | land of the Winkies → Land der Winkies (note: see also Country of the West),
1140,"“I haven’t the heart to harm even a Witch,” remarked the Tin Woodman; “but if you go I certainly shall go with you.”","""Ich bringe es nicht übers Herz, auch nur einer Hexe etwas anzutun"", sagte der Blechmann, ""aber wenn du gehst, werde ich sicher mit dir gehen.""",FALSE,TRUE,TRUE,FALSE,"""Ich bringe es nicht übers Herz, auch nur einer Hexe etwas anzutun"", sagte der Blechholzfäller, ""aber wenn du gehst, werde ich sicher mit dir gehen.""","""Ich bringe es nicht übers Herz, auch nur einer Hexe etwas anzutun"", sagte der Blechholzfäller, ""aber wenn du gehst, werde ich sicherlich mit dir gehen.""",TRUE,Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | Good Witch of the North → Gute Hexe des Nordens | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | land of the Winkies → Land der Winkies (note: see also Country of the West) | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Wicked Witch of the West → Böse Hexe des Westens | Witch of the West → West-Hexe (note: German hyphenates 'West-Hexe' or 'böse West-Hexe'),"1. term: ""Tin Woodman"" → preferred: ""Blechholzfäller"" (part of speech: noun) (note: proper name/capitalization — appears as title and as character name)"
1141,"Therefore it was decided to start upon their journey the next morning, and the Woodman sharpened his axe on a green grindstone and had all his joints properly oiled.","So wurde beschlossen, am nächsten Morgen die Reise anzutreten, und der Holzfäller schärfte seine Axt auf einem grünen Schleifstein und ließ alle seine Gelenke ordentlich ölen.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | Woodman → Holzfäller | axe → Axt | road of yellow brick → Straße der gelben Ziegelsteine (note: Fictional path in the story; keep wording literal) | land of the Winkies → Land der Winkies (note: see also Country of the West) | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | soldier with the green whiskers → Soldat mit dem grünen Bart | Wizard Oz → Zauberer Oz,
1142,The Scarecrow stuffed himself with fresh straw and Dorothy put new paint on his eyes that he might see better.,"Die Vogelscheuche stopfte sich mit frischem Stroh aus, und Dorothy schmierte ihm neue Farbe auf die Augen, damit er besser sehen konnte.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Scarecrow → Vogelscheuche | Tin Woodman → Blechholzfäller (note: proper name/capitalization — appears as title and as character name) | Dorothy → Dorothy | Cowardly Lion → Feige Löwe (adjective) (note: title/capition uses adjective before noun) | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Good Witch of the North → Gute Hexe des Nordens | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | Wizard Oz → Zauberer Oz,
1143,"The green girl, who was very kind to them, filled Dorothy’s basket with good things to eat, and fastened a little bell around Toto’s neck with a green ribbon.","Das grüne Mädchen, das sehr freundlich zu ihnen war, füllte Dorothys Korb mit Leckereien und band Toto ein Glöckchen mit einer grünen Schleife um den Hals.",TRUE,TRUE,TRUE,TRUE,,,FALSE,Dorothy → Dorothy | Good Witch of the North → Gute Hexe des Nordens | Glinda → Glinda | green girl → grüne Mädchen (adjective) (note: German: 'das schöne grüne Mädchen' ('Mädchen' neuter); use 'grüne Mädchen' as in text) | The Wonderful Wizard of Oz → Wunderwirkenden Zauberer von Oz (note: German title appears as 'Wunderwirkenden Zauberer von Oz' within text) | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Witch of the East → Ost-Hexe | land of the Winkies → Land der Winkies (note: see also Country of the West),"1. term: ""Dorothy"" → preferred: ""Dorothy"" (part of speech: noun) | 2. term: ""green ribbon"" → preferred: ""grünes Band"" (part of speech: noun)"
1144,"They went to bed quite early and slept soundly until daylight, when they were awakened by the crowing of a green cock that lived in the back yard of the Palace, and the cackling of a hen that had laid a green egg.","Sie gingen recht früh zu Bett und schliefen tief und fest bis zum Morgengrauen, als sie durch das Krähen eines grünen Hahns, der im Hinterhof des Schlosses wohnte, und das Gackern einer Henne, die ein grünes Ei gelegt hatte, geweckt wurden.",TRUE,TRUE,TRUE,TRUE,,"Sie gingen recht früh zu Bett und schliefen tief und fest bis zum Morgengrauen, als sie durch das Krähen eines grünen Hahns, der im Hinterhof des Palasts wohnte, und das Gackern einer Henne, die ein grünes Ei gelegt hatte, geweckt wurden.",FALSE,green egg → grünes Ei | King Crow → Krähenkönig | green clothes → grün gekleidet | houses of the Munchkins → Häuser der Munchkins | green lawn → grünen Rasen | old time fairy tale → altes Märchen (note: Rendered as 'das alte Märchen' in German) | green girl → grüne Mädchen (adjective) (note: German: 'das schöne grüne Mädchen' ('Mädchen' neuter); use 'grüne Mädchen' as in text) | green silk → grüne Seide,"1. term: ""palace"" → preferred: ""Palast"" (part of speech: noun)"
1145,Chapter XII,Kapitel XII,TRUE,TRUE,TRUE,TRUE,,,TRUE,Uncle Henry → Onkel Henry | meeting → Versammlung | Great and Terrible → Große und Schreckliche | Policemen of the forest → Polizisten des Waldes (note: figurative phrase — German uses plural 'Polizisten des Waldes') | Golden Cap → Goldene Kappe | opening → Lichtung | Great Oz → großen Oz | sheets → Bettücher,
1146,The Search for the Wicked Witch,Die Suche nach der bösen Hexe,TRUE,TRUE,TRUE,TRUE,,,TRUE,Wicked Witch → Böse Hexe | Wicked Witch of the West → Böse Hexe des Westens | Wicked Witch of the East → Böse Hexe des Ostens | Witch of the West → West-Hexe (note: German hyphenates 'West-Hexe' or 'böse West-Hexe') | Witch of the East → Ost-Hexe | the Wonderful Wizard → Wunderwirkenden Zauberer (note: German compounds 'Wonderful Wizard' differently; tone matters) | Wizard Oz → Zauberer Oz | Witch of the North → Hexe des Nordens,
1147,The soldier with the green whiskers led them through the streets of the Emerald City until they reached the room where the Guardian of the Gates lived.,"Der Soldat mit dem grünen Schnurrbart führte sie durch die Straßen der Smaragdstadt, bis sie den Raum erreichten, in dem der Wächter der Tore wohnte.",FALSE,TRUE,TRUE,FALSE,"Der Soldat mit dem grünen Bart führte sie durch die Straßen der Smaragdstadt, bis sie den Raum erreichten, in dem der Torwächter wohnte.","Der Soldat mit dem grünen Bart führte sie durch die Straßen der Smaragdstadt, bis sie den Raum erreichten, in dem der Wächter der Tore wohnte.",FALSE,"soldier with the green whiskers → Soldat mit dem grünen Bart | soldier with green whiskers → Soldat mit dem grünen Bart (note: appears as 'Soldat, in eine grüne Uniform gekleidet und mit einem langen grünen Bart') | Emerald City → Smaragdstadt | castle of Glinda → Glindas Schloß | guardian of the gate → Torwächter | land of the Winkies → Land der Winkies (note: see also Country of the West) | houses of the Munchkins → Häuser der Munchkins | Good Witch of the North → Gute Hexe des Nordens","1. term: ""soldier with the green whiskers"" → preferred: ""Soldat mit dem grünen Bart"" (part of speech: noun)"
1148,"This officer unlocked their spectacles to put them back in his great box, and then he politely opened the gate for our friends.","Der Beamte nahm ihnen die Brillen ab, um sie wieder in sein großes Fach zu legen, und öffnete dann höflich das Tor für unsere Freunde.",TRUE,TRUE,TRUE,TRUE,,,TRUE,"guardian of the gate → Torwächter | spectacles → Brillen | green spectacles → grünen Brillen | gate → Tor | Policemen of the forest → Polizisten des Waldes (note: figurative phrase — German uses plural 'Polizisten des Waldes') | opening → Lichtung | soldier with the green whiskers → Soldat mit dem grünen Bart | soldier with green whiskers → Soldat mit dem grünen Bart (note: appears as 'Soldat, in eine grüne Uniform gekleidet und mit einem langen grünen Bart')",
1149,“Which road leads to the Wicked Witch of the West?” asked Dorothy.,"""Welcher Weg führt zur Bösen Hexe des Westens?"", fragte Dorothy.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Wicked Witch of the West → Böse Hexe des Westens | Wicked Witch of the East → Böse Hexe des Ostens | road of yellow brick → Straße der gelben Ziegelsteine (note: Fictional path in the story; keep wording literal) | Witch of the West → West-Hexe (note: German hyphenates 'West-Hexe' or 'böse West-Hexe') | Witch of the East → Ost-Hexe | Good Witch of the North → Gute Hexe des Nordens | yellow brick road → Straße mit gelben Ziegelsteinen (note: German: 'Die Straße zur Stadt der Smaragde ist mit gelben Ziegelsteinen gepflastert' — keep as 'gelbe Ziegelsteine' phrase) | Witch of the North → Hexe des Nordens,
1150,"“There is no road,” answered the Guardian of the Gates.","""Es gibt keinen Weg"", antwortete der Wächter der Tore.",FALSE,TRUE,TRUE,FALSE,"„Es gibt keinen Weg“, antwortete der Torwächter.",,FALSE,guardian of the gate ⭢ Torwächter | road of yellow brick ⭢ Straße der gelben Ziegelsteine (note: Fictional path in the story; keep wording literal) | gate ⭢ Tor | castle of Glinda ⭢ Glindas Schloß | yellow brick road ⭢ Straße mit gelben Ziegelsteinen (note: German: 'Die Straße zur Stadt der Smaragde ist mit gelben Ziegelsteinen gepflastert' — keep as 'gelbe Ziegelsteine' phrase) | Great Oz ⭢ großen Oz | Great Wizard ⭢ Großer Zauberer | King of the Winged Monkeys ⭢ König der Geflügelten Affen (note: full title appears in German.),
1151,“No one ever wishes to go that way.”,"""Niemand möchte diesen Weg gehen.""",TRUE,TRUE,TRUE,TRUE,,,TRUE,well-trodden path → ausgetretener Pfad | road to the south → Straße nach Süden | yellow brick road → Straße mit gelben Ziegelsteinen (note: German: 'Die Straße zur Stadt der Smaragde ist mit gelben Ziegelsteinen gepflastert' — keep as 'gelbe Ziegelsteine' phrase) | road of yellow brick → Straße der gelben Ziegelsteine (note: Fictional path in the story; keep wording literal) | land of the Winkies → Land der Winkies (note: see also Country of the West) | Wicked Witch of the East → Böse Hexe des Ostens | yellow road-bed → gelben Straßenbelag | Witch of the West → West-Hexe (note: German hyphenates 'West-Hexe' or 'böse West-Hexe'),
1152,"“How, then, are we to find her?” inquired the girl.","""Wie sollen wir sie dann finden?"", fragte das Mädchen.",TRUE,TRUE,TRUE,TRUE,,,TRUE,Munchkin girl → Munchkinmädchen | little woman → kleine Frau | Dorothy → Dorothy | Glinda → Glinda | Witch of the East → Ost-Hexe | Witch of the North → Hexe des Nordens | soldier girl → junge Soldatin | Good Witch of the North → Gute Hexe des Nordens,
